1.809873962402343750e+01,1.793139953613281250e+02,6.460947418212890625e+01,1.268692207336425781e+01,-7.639927673339843750e+01,9.079817962646484375e+01,2.863058328628540039e+00,-4.795334625244140625e+01,-1.185508499145507812e+02,-8.646184921264648438e+00,-2.160959243774414062e+01,4.217341232299804688e+01,-1.711720466613769531e+01
2.334549140930175781e+01,1.847002258300781250e+02,6.053039169311523438e+01,6.675797939300537109e+00,-7.622662353515625000e+01,7.173286437988281250e+01,-5.812609863281250000e+01,-5.629822540283203125e+01,-1.110969848632812500e+02,-8.505130767822265625e+00,-2.355055809020996094e+01,4.901530456542968750e+01,-1.708097648620605469e+01
2.196307563781738281e+01,1.838550567626953125e+02,6.013571166992187500e+01,4.307939052581787109e+00,-7.626126098632812500e+01,8.193364715576171875e+01,-6.269747161865234375e+01,-5.832142639160156250e+01,-1.133843154907226562e+02,-9.786942481994628906e+00,-2.298032188415527344e+01,4.901530456542968750e+01,-1.862338447570800781e+01
2.016955947875976562e+01,1.847169036865234375e+02,-5.265795135498046875e+01,7.849284648895263672e+00,-8.045764160156250000e+01,4.695268249511718750e+01,-3.802658462524414062e+01,-5.696062850952148438e+01,-1.111084976196289062e+02,-8.505130767822265625e+00,-9.094646453857421875e+00,5.136281204223632812e+01,-1.718480682373046875e+01
1.833882904052734375e+01,2.317314910888671875e+02,-5.182720184326171875e+01,1.714846849441528320e+00,1.759349060058593750e+01,6.908817291259765625e+01,1.986201858520507812e+01,-4.314093399047851562e+01,-1.045677108764648438e+02,-7.553276062011718750e+00,-8.739362955093383789e-01,4.299181747436523438e+01,-1.733867645263671875e+01
2.350745010375976562e+01,-1.076778182983398438e+02,-1.462824401855468750e+02,5.678126335144042969e+00,-1.399329757690429688e+01,-1.578704738616943359e+01,-1.754600715637207031e+01,1.005825901031494141e+01,1.778030776977539062e+01,-6.211740970611572266e+00,-7.606817626953125000e+01,-3.416273498535156250e+01,-1.153784790039062500e+02
2.552362632751464844e+01,-1.058615036010742188e+02,-1.526990966796875000e+02,1.066519546508789062e+01,-1.531177997589111328e+01,-1.888988685607910156e+01,-1.736267662048339844e+01,1.064492416381835938e+01,1.748831367492675781e+01,-3.519981861114501953e+00,-5.126116180419921875e+01,-3.358935165405273438e+01,-1.155318450927734375e+02
2.552362632751464844e+01,-1.058615036010742188e+02,-1.526990966796875000e+02,1.066519546508789062e+01,-1.531177997589111328e+01,-1.888988685607910156e+01,-1.736267662048339844e+01,1.064492416381835938e+01,1.748831367492675781e+01,-3.519981861114501953e+00,-5.126116180419921875e+01,-3.358935165405273438e+01,-1.155318450927734375e+02
2.505115699768066406e+01,-1.058615036010742188e+02,-1.518780212402343750e+02,1.524317264556884766e+01,-1.490989398956298828e+01,-1.917784500122070312e+01,-1.736267662048339844e+01,1.064492416381835938e+01,1.730231666564941406e+01,-4.903942108154296875e+00,-5.124496841430664062e+01,-3.358935165405273438e+01,-1.154680099487304688e+02
2.401312828063964844e+01,-1.019037017822265625e+02,-1.447029266357421875e+02,-2.041358375549316406e+01,-1.946312904357910156e+01,-1.521815013885498047e+01,-1.539597129821777344e+01,1.465470218658447266e+01,1.828449821472167969e+01,-1.478669452667236328e+01,-7.387889862060546875e+01,-3.070502471923828125e+01,-1.118607635498046875e+02
