6.541000000000000227e+02,6.464172973632812500e+02
5.590000000000000000e+02,5.712653808593750000e+02
5.247000000000000455e+02,5.653055419921875000e+02
4.668000000000000114e+02,4.632052917480468750e+02
7.836000000000000227e+02,7.021688232421875000e+02
4.900000000000000000e+01,5.006626129150390625e+01
6.620000000000000284e+01,7.644467926025390625e+01
7.600000000000000000e+01,7.644467926025390625e+01
8.629999999999999716e+01,7.999524688720703125e+01
3.429999999999999716e+01,3.477335357666015625e+01
3.679999999999999716e+01,3.477335357666015625e+01
5.879999999999999716e+01,5.995199203491210938e+01
7.259999999999999432e+01,5.294606781005859375e+01
6.859999999999999432e+01,9.031703948974609375e+01
7.850000000000000000e+01,9.031703948974609375e+01
1.020000000000000000e+02,9.474205780029296875e+01
9.660000000000000000e+02,9.758134155273437500e+02
9.316000000000000227e+02,9.707764282226562500e+02
6.080000000000000000e+02,5.905715942382812500e+02
2.489999999999999858e+01,1.673003005981445312e+01
2.069999999999999929e+01,2.527455520629882812e+01
1.739999999999999858e+01,1.391462993621826172e+01
1.910000000000000142e+01,2.054703140258789062e+01
2.280000000000000071e+01,1.391462993621826172e+01
1.900000000000000000e+01,1.391462993621826172e+01
2.080000000000000071e+01,1.391462993621826172e+01
2.839999999999999858e+01,3.238964462280273438e+01
2.450000000000000000e+01,1.343033409118652344e+01
2.600000000000000000e+01,2.760266876220703125e+01
2.600000000000000000e+01,8.237934112548828125e+00
2.939999999999999858e+01,2.533781814575195312e+01
2.750000000000000000e+01,3.041698265075683594e+01
1.810000000000000142e+01,1.914122581481933594e+01
1.639999999999999858e+01,1.914122581481933594e+01
2.450000000000000000e+01,1.863124084472656250e+01
2.350000000000000000e+01,3.401234054565429688e+01
2.000000000000000000e+01,2.437735366821289062e+01
1.910000000000000142e+01,2.412213706970214844e+01
2.469999999999999929e+01,2.305616188049316406e+01
2.589999999999999858e+01,1.876421737670898438e+01
3.670000000000000284e+01,2.775452423095703125e+01
4.870000000000000284e+01,4.173328399658203125e+01
3.729999999999999716e+01,3.250347137451171875e+01
3.750000000000000000e+01,2.963307189941406250e+01
4.310000000000000142e+01,5.207462310791015625e+01
4.839999999999999858e+01,4.559987640380859375e+01
3.529999999999999716e+01,1.969766044616699219e+01
3.429999999999999716e+01,2.412514686584472656e+01
3.239999999999999858e+01,2.412514686584472656e+01
4.510000000000000142e+01,4.516599273681640625e+01
8.336000000000000227e+02,8.355043945312500000e+02
8.041000000000000227e+02,7.940632324218750000e+02
8.090000000000000000e+02,8.040996704101562500e+02
7.257000000000000455e+02,7.701142578125000000e+02
8.140000000000000000e+02,7.836580200195312500e+02
8.140000000000000000e+02,8.167409667968750000e+02
8.041000000000000227e+02,8.185368652343750000e+02
9.120000000000000000e+02,8.846505126953125000e+02
6.865000000000000000e+02,6.148316040039062500e+02
6.177999999999999545e+02,6.355841674804687500e+02
7.061000000000000227e+02,6.985923461914062500e+02
7.600000000000000000e+02,7.647059936523437500e+02
3.211999999999999886e+02,3.329899291992187500e+02
3.333999999999999773e+02,3.166281738281250000e+02
3.236000000000000227e+02,3.458508911132812500e+02
3.676999999999999886e+02,3.210171813964843750e+02
3.860000000000000142e+01,5.511636257171630859e+00
5.039999999999999858e+01,2.724500083923339844e+01
5.100000000000000000e+01,4.020376968383789062e+01
3.920000000000000284e+01,4.020376968383789062e+01
5.879999999999999716e+01,5.680869674682617188e+01
4.610000000000000142e+01,6.022570800781250000e+01
6.279999999999999716e+01,7.818305206298828125e+01
7.450000000000000000e+01,6.899343109130859375e+01
6.279999999999999716e+01,7.818305206298828125e+01
9.409999999999999432e+01,8.431425476074218750e+01
8.959999999999999432e+01,8.398210906982421875e+01
8.629999999999999716e+01,8.398210906982421875e+01
9.809999999999999432e+01,1.243060836791992188e+02
9.709999999999999432e+01,1.153634262084960938e+02
1.020000000000000000e+02,1.153634262084960938e+02
4.270000000000000284e+01,6.047171783447265625e+01
4.379999999999999716e+01,6.135013198852539062e+01
6.859999999999999432e+01,6.135013198852539062e+01
7.059999999999999432e+01,6.047171783447265625e+01
7.059999999999999432e+01,4.439791870117187500e+01
7.650000000000000000e+01,5.626610565185546875e+01
7.850000000000000000e+01,7.355832672119140625e+01
7.750000000000000000e+01,7.721555328369140625e+01
5.520000000000000284e+01,5.598376846313476562e+01
5.710000000000000142e+01,5.598376846313476562e+01
5.810000000000000142e+01,5.598376846313476562e+01
8.190000000000000568e+01,7.054462432861328125e+01
7.650000000000000000e+01,7.286429595947265625e+01
7.990000000000000568e+01,6.966620635986328125e+01
7.450000000000000000e+01,8.141698455810546875e+01
8.390000000000000568e+01,8.229540252685546875e+01
8.450000000000000000e+01,8.461507415771484375e+01
8.629999999999999716e+01,1.082050857543945312e+02
7.850000000000000000e+01,1.082050857543945312e+02
9.190000000000000568e+01,9.267967987060546875e+01
1.010000000000000000e+02,1.492437286376953125e+02
1.618000000000000114e+02,1.692883758544921875e+02
1.089000000000000057e+02,1.447557678222656250e+02
1.745999999999999943e+02,1.898044586181640625e+02
1.951999999999999886e+02,1.760813293457031250e+02
1.844000000000000057e+02,1.815747833251953125e+02
4.510000000000000142e+01,6.398321151733398438e+01
5.050000000000000000e+01,4.644560623168945312e+01
7.479999999999999716e+01,6.808627319335937500e+01
7.059999999999999432e+01,6.586360168457031250e+01
2.353599999999999909e+03,2.571808105468750000e+03
2.942000000000000000e+03,2.862984619140625000e+03
3.138099999999999909e+03,2.993166015625000000e+03
1.814200000000000045e+03,1.814343017578125000e+03
1.912299999999999955e+03,1.926654052734375000e+03
2.137900000000000091e+03,2.110126953125000000e+03
1.980900000000000091e+03,2.132425048828125000e+03
2.304599999999999909e+03,2.325631347656250000e+03
9.316000000000000227e+02,9.117975463867187500e+02
1.029700000000000045e+03,9.987023925781250000e+02
1.552400000000000091e+03,1.602381103515625000e+03
1.495500000000000000e+03,1.613546020507812500e+03
2.309500000000000000e+03,2.298695312500000000e+03
2.490999999999999943e+02,2.261939086914062500e+02
2.000999999999999943e+02,2.324271240234375000e+02
1.020000000000000000e+02,9.101557922363281250e+01
1.470999999999999943e+02,1.506195373535156250e+02
1.353000000000000114e+02,1.308414611816406250e+02
1.589000000000000057e+02,1.354770965576171875e+02
1.745999999999999943e+02,1.829890899658203125e+02
1.598000000000000114e+02,1.518276214599609375e+02
2.354000000000000057e+02,2.172301940917968750e+02
2.196999999999999886e+02,2.361646118164062500e+02
2.598999999999999773e+02,2.457359466552734375e+02
2.746000000000000227e+02,2.790851745605468750e+02
1.990999999999999943e+02,2.331847076416015625e+02
3.216000000000000227e+02,3.270659484863281250e+02
3.186999999999999886e+02,2.923736267089843750e+02
3.825000000000000000e+02,3.067059020996093750e+02
4.216999999999999886e+02,4.323948974609375000e+02
1.980999999999999943e+02,2.178058166503906250e+02
2.696999999999999886e+02,2.680018005371093750e+02
3.236000000000000227e+02,3.183180847167968750e+02
3.088999999999999773e+02,2.932290039062500000e+02
3.638000000000000114e+02,3.751413269042968750e+02
3.746000000000000227e+02,3.417592468261718750e+02
2.578999999999999773e+02,2.466473541259765625e+02
1.863000000000000114e+02,2.011435394287109375e+02
2.344000000000000057e+02,2.293718109130859375e+02
3.040000000000000000e+02,2.876447143554687500e+02
2.883000000000000114e+02,2.943256835937500000e+02
2.560000000000000000e+02,2.719268493652343750e+02
3.676999999999999886e+02,3.630447082519531250e+02
3.618999999999999773e+02,3.517749328613281250e+02
2.578999999999999773e+02,2.786459045410156250e+02
2.215999999999999943e+02,2.175929412841796875e+02
3.333999999999999773e+02,3.284671630859375000e+02
2.324000000000000057e+02,2.392950897216796875e+02
3.521000000000000227e+02,3.126618957519531250e+02
2.618000000000000114e+02,2.725582580566406250e+02
4.913000000000000114e+02,3.514283752441406250e+02
2.578999999999999773e+02,2.831186828613281250e+02
3.991000000000000227e+02,3.816475524902343750e+02
3.560000000000000000e+02,3.327957763671875000e+02
3.913000000000000114e+02,3.523402404785156250e+02
3.441999999999999886e+02,3.497259826660156250e+02
3.730000000000000000e+02,3.735751342773437500e+02
3.700000000000000000e+02,3.451442565917968750e+02
4.380000000000000000e+02,4.195934448242187500e+02
2.760000000000000000e+02,2.815136718750000000e+02
2.110000000000000000e+02,2.634057312011718750e+02
2.130000000000000000e+02,3.346135253906250000e+02
5.737999999999999545e+02,4.468575744628906250e+02
6.805000000000000000e+02,5.230731201171875000e+02
3.806999999999999886e+02,3.726263427734375000e+02
2.254000000000000057e+02,2.359751281738281250e+02
9.086000000000000227e+02,8.716625366210937500e+02
5.300000000000000000e+02,5.654275512695312500e+02
4.198000000000000114e+02,5.330316162109375000e+02
5.871000000000000227e+02,5.358538208007812500e+02
3.603000000000000114e+02,3.723790588378906250e+02
4.536999999999999886e+02,4.683675842285156250e+02
4.136999999999999886e+02,4.132523193359375000e+02
4.091999999999999886e+02,4.323176879882812500e+02
4.448000000000000114e+02,3.881938171386718750e+02
4.048000000000000114e+02,3.995048217773437500e+02
3.603000000000000114e+02,3.881938171386718750e+02
4.715000000000000000e+02,4.575513000488281250e+02
4.091999999999999886e+02,3.896497192382812500e+02
4.003000000000000114e+02,4.119736938476562500e+02
4.091999999999999886e+02,4.965250549316406250e+02
5.026000000000000227e+02,4.414958190917968750e+02
4.275000000000000000e+02,4.443770141601562500e+02
4.936999999999999886e+02,5.358093261718750000e+02
4.893000000000000114e+02,5.077157287597656250e+02
6.005000000000000000e+02,5.623649291992187500e+02
1.218299999999999955e+03,1.196507324218750000e+03
9.785000000000000000e+02,9.725659179687500000e+02
1.108200000000000045e+03,1.111873413085937500e+03
8.762999999999999545e+02,8.717419433593750000e+02
1.139700000000000045e+03,1.131990600585937500e+03
8.856000000000000227e+02,8.742262573242187500e+02
8.900000000000000000e+01,1.226353530883789062e+02
1.548000000000000114e+02,1.709925994873046875e+02
2.015000000000000000e+02,1.887187652587890625e+02
2.936000000000000227e+02,3.104021606445312500e+02
1.868000000000000114e+02,3.130371398925781250e+02
2.490999999999999943e+02,2.495731658935546875e+02
4.626000000000000227e+02,3.646178588867187500e+02
3.736000000000000227e+02,3.588790283203125000e+02
2.936000000000000227e+02,3.359946289062500000e+02
2.045999999999999943e+02,1.899373321533203125e+02
1.379000000000000057e+02,1.591336517333984375e+02
